Date,Open,High,Low,Close,Volume,Adj Close
2014-04-17,40.43,40.72,40.25,40.72,18482400,40.72
2014-04-16,40.12,40.59,40.12,40.59,21919900,40.59
2014-04-15,39.83,40.47,39.50,40.18,47513900,40.18
2014-04-14,38.71,38.80,38.40,38.73,19360300,38.73
2014-04-11,38.83,39.22,38.57,38.63,18084200,38.63
2014-04-10,38.98,39.40,38.82,38.89,20949000,38.89
2014-04-09,38.84,38.99,38.70,38.99,11988600,38.99
2014-04-08,38.67,38.90,38.48,38.90,14769900,38.90
2014-04-07,38.27,38.89,38.26,38.62,17211400,38.62
2014-04-04,38.24,38.48,38.14,38.22,15453600,38.22
2014-04-03,38.39,38.49,38.04,38.07,18082800,38.07
2014-04-02,38.49,38.54,38.30,38.33,15709100,38.33
2014-04-01,38.53,38.89,38.31,38.41,20515700,38.41
2014-03-31,38.99,39.03,38.46,38.66,24489800,38.66
2014-03-28,38.89,39.03,38.82,38.95,11502100,38.95
2014-03-27,38.51,39.00,38.48,38.82,13031500,38.82
2014-03-26,38.69,38.94,38.61,38.61,15835500,38.61
2014-03-25,38.49,38.80,38.46,38.62,16898900,38.62
2014-03-24,38.48,38.53,38.21,38.40,15693000,38.40
2014-03-21,38.78,38.83,38.28,38.44,19189100,38.44
2014-03-20,38.11,38.47,37.95,38.45,13228000,38.45
2014-03-19,38.36,38.59,38.10,38.14,20882200,38.14
2014-03-18,38.27,38.46,38.14,38.40,16880400,38.40
2014-03-17,38.17,38.37,38.05,38.27,19203000,38.27
2014-03-14,37.95,38.32,37.88,38.17,14687200,38.17
2014-03-13,38.45,38.49,37.92,37.97,18302800,37.97
2014-03-12,38.27,38.50,38.21,38.47,15673700,38.47
2014-03-11,38.84,38.84,38.54,38.80,13812100,38.49
2014-03-10,38.55,38.65,38.44,38.65,14540800,38.35
2014-03-07,38.56,38.61,38.36,38.55,17047600,38.25
2014-03-06,38.40,38.55,38.27,38.47,14700000,38.17
2014-03-05,38.42,38.45,38.25,38.35,14367400,38.05
2014-03-04,38.34,38.39,38.23,38.31,20425200,38.01
2014-03-03,37.88,38.16,37.85,38.12,18683400,37.82
2014-02-28,38.08,38.39,38.04,38.20,15763200,37.90
2014-02-27,37.84,38.11,37.80,38.07,18423400,37.77
2014-02-26,37.90,37.94,37.72,37.87,18195100,37.57
2014-02-25,37.63,37.94,37.50,37.77,22845500,37.47
2014-02-24,37.30,37.60,37.22,37.50,24223500,37.21
2014-02-21,37.59,37.62,37.14,37.18,19419800,36.89
2014-02-20,37.06,37.52,36.89,37.30,22639900,37.01
2014-02-19,37.50,37.60,37.05,37.10,26645100,36.81
2014-02-18,37.98,38.11,37.26,37.47,46098500,37.18
2014-02-14,38.60,39.02,38.27,38.93,16030100,38.62
2014-02-13,38.13,38.76,38.13,38.65,10435600,38.35
2014-02-12,38.85,38.92,38.40,38.51,10633400,38.21
2014-02-11,38.67,38.78,38.51,38.64,15361300,38.34
2014-02-10,38.07,38.62,37.84,38.57,20877200,38.27
2014-02-07,38.17,38.35,37.87,37.95,20389000,37.65
2014-02-06,38.76,38.94,37.92,38.03,22661500,37.73
2014-02-05,37.49,37.72,37.38,37.61,13665200,37.31
2014-02-04,37.44,37.55,37.21,37.48,17759700,37.19
2014-02-03,38.02,38.02,37.10,37.20,23164900,36.91
